"TOA5","OwascoWinchInternet","CR1000","57852","CR1000.Std.26","CPU:Owasco.cr1","37634","SystemInternals"
"TIMESTAMP","RECORD","P_RH_Avg","P_Temp_Avg","P_Batt_Min","P_Batt_Max"
"TS","RN","","","",""
"","","Avg","Avg","Min","Max"
"2019-10-30 01:00:00",4594,51.82,16.97,12.23,12.33
"2021-04-06 12:00:00",9180,42.77,20.79,13.3,14.24
"2021-04-17 15:00:00",9181,53.4,11.51,12.47,13.46
"2021-04-17 16:00:00",9182,53.2,11.55,12.77,13.67
"2021-04-17 17:00:00",9183,53.37,11.46,12.65,12.92
"2021-04-17 18:00:00",9184,53.66,11.02,12.64,12.94
"2021-04-17 19:00:00",9185,53.92,10.48,12.5,12.69
"2021-04-17 20:00:00",9186,54.21,9.77,12.4,12.54
"2021-04-17 21:00:00",9187,54.49,8.99,12.36,12.46
"2021-04-17 22:00:00",9188,54.73,8.28,12.33,12.41
"2021-04-17 23:00:00",9189,54.92,7.7,12.3,12.38
"2021-04-18 00:00:00",9190,54.99,7.307,12.27,12.36
"2021-04-18 01:00:00",9191,55.07,7.258,12.17,12.28
"2021-04-18 02:00:00",9192,54.85,7.137,12.23,12.29
"2021-04-18 03:00:00",9193,54.9,6.962,12.22,12.29
"2021-04-18 04:00:00",9194,54.9,6.884,12.21,12.28
"2021-04-18 05:00:00",9195,54.9,6.836,12.2,12.28
"2021-04-18 06:00:00",9196,54.93,6.666,12.19,12.27
"2021-04-18 07:00:00",9197,55.06,6.315,12.19,12.28
"2021-04-18 08:00:00",9198,55.22,6.185,12.22,12.73
"2021-04-18 09:00:00",9199,54.55,7.56,12.7,13.11
"2021-04-18 10:00:00",9200,53.45,9.81,12.88,13.54
"2021-04-18 11:00:00",9201,52.76,11.9,12.88,14.36
"2021-04-18 12:00:00",9202,52.51,13.35,12.97,14.36
"2021-04-18 13:00:00",9203,52.45,14.62,12.8,14.34
"2021-04-18 14:00:00",9204,52.38,15.53,12.85,14.35
"2021-04-18 15:00:00",9205,52.89,15.44,12.67,14.34
"2021-04-18 16:00:00",9206,53.35,14.57,12.69,12.97
"2021-04-18 17:00:00",9207,53.78,13.77,12.9,13.18
"2021-04-18 18:00:00",9208,53.24,14.51,12.97,13.52
"2021-04-18 19:00:00",9209,52.41,15.87,12.9,13.26
"2021-04-18 20:00:00",9210,52.26,17.82,12.59,13.01
"2021-04-18 21:00:00",9211,53.7,15.84,12.54,12.64
"2021-04-18 22:00:00",9212,54.75,12.65,12.5,12.59
"2021-04-18 23:00:00",9213,55.23,10.43,12.49,12.57
"2021-04-19 00:00:00",9214,55.39,9,12.47,12.56
"2021-04-19 01:00:00",9215,55.58,8.16,12.36,12.48
"2021-04-19 02:00:00",9216,55.32,7.58,12.43,12.49
"2021-04-19 03:00:00",9217,55.33,7.088,12.41,12.48
"2021-04-19 04:00:00",9218,55.33,6.721,12.39,12.47
"2021-04-19 05:00:00",9219,55.28,6.512,12.39,12.46
"2021-04-19 06:00:00",9220,55.23,6.407,12.38,12.45
"2021-04-19 07:00:00",9221,55.19,6.342,12.38,12.45
"2021-04-19 08:00:00",9222,55.11,6.485,12.4,12.79
"2021-04-19 09:00:00",9223,54.82,7.325,12.68,13.29
"2021-04-19 10:00:00",9224,53.99,9.17,13.2,14
"2021-04-19 11:00:00",9225,52.86,12.28,13.41,14.35
"2021-04-19 12:00:00",9226,51.99,16.29,13.41,14.34
"2021-04-19 13:00:00",9227,51.94,19.82,12.92,14.32
"2021-04-19 14:00:00",9228,51.89,20.86,13.4,14.34
"2021-04-19 15:00:00",9229,53.07,19.21,13.2,14.34
"2021-04-19 16:00:00",9230,52.16,20.29,13.18,14.33
"2021-04-19 17:00:00",9231,51.38,22.5,13.19,14.33
"2021-04-19 18:00:00",9232,51.25,24.69,12.91,14.32
"2021-04-19 19:00:00",9233,52.03,25.53,12.95,13.54
"2021-04-19 20:00:00",9234,52.99,24.11,12.69,13.21
"2021-04-19 21:00:00",9235,54.18,19.29,12.64,12.74
"2021-04-19 22:00:00",9236,55.26,14.69,12.61,12.7
"2021-04-19 23:00:00",9237,55.7,11.91,12.59,12.67
"2021-04-20 00:00:00",9238,55.65,10.59,12.56,12.66
"2021-04-20 01:00:00",9239,55.53,10.28,12.47,12.59
"2021-04-20 02:00:00",9240,55,10.17,12.54,12.61
"2021-04-20 03:00:00",9241,54.8,9.89,12.53,12.59
"2021-04-20 04:00:00",9242,54.9,9.23,12.51,12.58
"2021-04-20 05:00:00",9243,54.92,8.78,12.51,12.57
"2021-04-20 06:00:00",9244,54.83,8.46,12.49,12.56
"2021-04-20 07:00:00",9245,54.9,8,12.48,12.55
"2021-04-20 08:00:00",9246,54.88,7.722,12.48,12.54
"2021-04-20 09:00:00",9247,54.83,7.486,12.48,12.55
"2021-04-20 10:00:00",9248,54.81,7.277,12.49,12.76
"2021-04-20 11:00:00",9249,54.71,7.406,12.72,13.24
"2021-04-20 12:00:00",9250,54.34,8.16,12.97,13.41
"2021-04-20 13:00:00",9251,54.23,8.96,12.61,13.1
"2021-04-20 14:00:00",9252,53.86,9.45,13.1,14.37
"2021-04-20 15:00:00",9253,53.69,9.98,13.45,14.37
"2021-04-20 16:00:00",9254,53.47,10.69,13.45,14.37
"2021-04-20 17:00:00",9255,53.44,11.15,12.84,14.07
"2021-04-20 18:00:00",9256,53.88,10.65,12.73,12.89
"2021-04-20 19:00:00",9257,54.2,9.8,12.65,12.77
"2021-04-20 20:00:00",9258,54.51,8.77,12.6,12.71
"2021-04-20 21:00:00",9259,54.82,7.725,12.58,12.66
"2021-04-20 22:00:00",9260,55.02,6.794,12.55,12.64
"2021-04-20 23:00:00",9261,55.22,5.999,12.53,12.61
"2021-04-21 00:00:00",9262,55.32,5.447,12.51,12.61
"2021-04-21 01:00:00",9263,55.4,5.208,12.36,12.51
"2021-04-21 02:00:00",9264,55.24,4.865,12.46,12.52
"2021-04-21 03:00:00",9265,55.4,4.444,12.45,12.51
"2021-04-21 04:00:00",9266,55.46,4.232,12.43,12.51
"2021-04-21 05:00:00",9267,55.46,4.12,12.42,12.5
"2021-04-21 06:00:00",9268,55.45,4.065,12.42,12.49
"2021-04-21 07:00:00",9269,55.42,3.947,12.42,12.48
