"TOA5","OwascoWinchInternet","CR1000","57852","CR1000.Std.26","CPU:Owasco.cr1","37634","SystemInternals"
"TIMESTAMP","RECORD","P_RH_Avg","P_Temp_Avg","P_Batt_Min","P_Batt_Max"
"TS","RN","","","",""
"","","Avg","Avg","Min","Max"
"2017-11-03 01:00:00",9273,48.24,18.4,12.3,12.4
"2017-11-03 02:00:00",9274,48.04,18.46,12.33,12.41
"2017-11-03 03:00:00",9275,48.11,18.37,12.33,12.4
"2017-11-03 04:00:00",9276,48.19,18.21,12.32,12.39
"2017-11-03 05:00:00",9277,48.13,18.16,12.31,12.39
"2017-11-03 06:00:00",9278,48.16,18.03,12.31,12.38
"2017-11-03 07:00:00",9279,48.23,17.69,12.31,12.38
"2017-11-03 08:00:00",9280,48.24,17.45,12.3,12.37
"2017-11-03 09:00:00",9281,48.21,17.3,12.31,12.37
"2017-11-03 10:00:00",9282,48.21,17.06,12.32,12.38
"2017-11-03 11:00:00",9283,48.44,16.28,12.33,12.45
"2017-11-03 12:00:00",9284,48.51,15.55,12.32,12.43
"2017-11-03 13:00:00",9285,48.58,14.92,12.32,12.42
"2017-11-03 14:00:00",9286,48.64,14.51,12.33,12.42
"2018-04-17 16:00:00",9287,52.71,5.411,11.82,12.79
"2018-04-23 17:00:00",9288,49.08,23.12,13.22,13.33
"2018-04-23 18:00:00",9289,49.45,23.95,13.05,14.35
"2018-04-23 19:00:00",9290,49.82,24.12,13.41,14.35
"2018-04-23 20:00:00",9291,50.34,23.24,12.89,14.28
"2018-04-23 21:00:00",9292,51.84,19.52,12.81,12.93
"2018-04-23 22:00:00",9293,52.84,15.52,12.78,12.87
"2018-04-23 23:00:00",9294,53.26,12.59,12.76,12.83
"2018-04-24 00:00:00",9295,53.21,10.98,12.73,12.83
"2018-04-24 01:00:00",9296,52.88,10.34,12.61,12.77
"2018-04-24 02:00:00",9297,52.6,10.04,12.7,12.76
"2018-04-24 03:00:00",9298,52.45,9.82,12.68,12.74
"2018-04-24 04:00:00",9299,52.36,9.63,12.66,12.72
"2018-04-24 05:00:00",9300,52.23,9.46,12.64,12.7
"2018-04-24 06:00:00",9301,52.25,9.2,12.62,12.68
"2018-04-24 07:00:00",9302,52.19,9.2,12.61,12.76
"2018-04-24 08:00:00",9303,51.89,9.63,12.72,13.3
"2018-04-24 09:00:00",9304,51.34,10.74,13.26,14.37
"2018-04-24 10:00:00",9305,50.95,11.88,13.44,14.37
"2018-04-24 11:00:00",9306,50.84,12.86,13.43,14.36
"2018-04-24 12:00:00",9307,50.6,14.03,13.43,14.36
"2018-04-24 13:00:00",9308,50.52,14.91,13.42,14.36
"2018-04-24 14:00:00",9309,50.18,16.01,13.42,14.35
"2018-04-24 15:00:00",9310,49.56,17.69,13.43,14.35
"2018-04-24 16:00:00",9311,49.31,19.49,13.42,14.35
"2018-04-24 17:00:00",9312,49.68,20.24,13.42,14.35
"2018-04-24 18:00:00",9313,50.04,20.27,13.4,14.35
"2018-04-24 19:00:00",9314,50.45,19.96,12.98,13.4
"2018-04-24 20:00:00",9315,51.12,18.23,12.88,13.01
"2018-04-24 21:00:00",9316,51.79,15.92,12.85,12.92
"2018-04-24 22:00:00",9317,51.98,14.15,12.83,12.89
"2018-04-24 23:00:00",9318,52.11,12.86,12.82,12.87
"2018-04-25 00:00:00",9319,52.12,12.06,12.79,12.88
"2018-04-25 01:00:00",9320,51.83,11.95,12.78,12.83
"2018-04-25 02:00:00",9321,51.8,11.53,12.76,12.82
"2018-04-25 03:00:00",9322,51.8,11.09,12.75,12.81
"2018-04-25 04:00:00",9323,51.8,10.71,12.73,12.79
"2018-04-25 05:00:00",9324,51.81,10.5,12.71,12.78
"2018-04-25 06:00:00",9325,51.7,10.52,12.7,12.76
"2018-04-25 07:00:00",9326,51.65,10.55,12.7,12.75
"2018-04-25 08:00:00",9327,51.61,10.52,12.69,12.8
"2018-04-25 09:00:00",9328,51.55,10.59,12.78,12.91
"2018-04-25 10:00:00",9329,51.23,11.22,12.87,13.24
"2018-04-25 11:00:00",9330,50.88,12.16,13.16,13.48
"2018-04-25 12:00:00",9331,50.43,13.65,13.15,14.37
"2018-04-25 13:00:00",9332,49.29,16.89,12.98,14.35
"2018-04-25 14:00:00",9333,49.48,18.07,13.29,14.37
"2018-04-25 15:00:00",9334,50.41,17.08,13.21,13.45
"2018-04-25 16:00:00",9335,51.19,15.43,13.2,13.66
"2018-04-25 17:00:00",9336,51.27,14.77,13.13,13.55
"2018-04-25 18:00:00",9337,51.13,14.68,13.01,13.4
"2018-04-25 19:00:00",9338,51.23,14.22,12.84,13.03
"2018-04-25 20:00:00",9339,51.44,13.51,12.79,12.9
"2018-04-25 21:00:00",9340,51.41,13.11,12.77,12.85
"2018-04-25 22:00:00",9341,51.55,12.42,12.74,12.82
"2018-04-25 23:00:00",9342,51.64,11.92,12.71,12.8
"2018-04-26 00:00:00",9343,51.52,11.84,12.68,12.79
"2018-04-26 01:00:00",9344,51.49,11.7,12.64,12.74
"2018-04-26 02:00:00",9345,51.45,11.45,12.66,12.72
"2018-04-26 03:00:00",9346,51.61,10.92,12.64,12.7
"2018-04-26 04:00:00",9347,51.71,10.35,12.63,12.69
"2018-04-26 05:00:00",9348,51.81,9.82,12.62,12.67
"2018-04-26 06:00:00",9349,51.89,9.31,12.61,12.67
"2018-04-26 07:00:00",9350,52,8.8,12.6,12.66
"2018-04-26 08:00:00",9351,52.08,8.29,12.61,12.71
"2018-04-26 09:00:00",9352,52.07,8.05,12.64,12.76
"2018-04-26 10:00:00",9353,51.95,8.19,12.71,12.95
"2018-04-26 11:00:00",9354,51.8,8.43,12.89,13.46
"2018-04-26 12:00:00",9355,51.58,8.97,13.34,14.38
"2018-04-26 13:00:00",9356,51.23,10.05,13.06,14.39
"2018-04-26 14:00:00",9357,50.76,11.05,13.4,14.39
"2018-04-26 15:00:00",9358,50.38,12.33,13.43,14.37
"2018-04-26 16:00:00",9359,49.95,14.08,13.44,14.38
"2018-04-26 17:00:00",9360,49.78,15.3,13.42,14.37
"2018-04-26 18:00:00",9361,48.99,17.84,13.38,14.36
"2018-04-26 19:00:00",9362,49.11,19.82,13.34,14.36
"2018-04-26 20:00:00",9363,49.41,20.64,13.02,14.36
